349.828095	350.719315	MB
350.851794	352.393365	MB
354.693677	355.910072	MB
357.246903	357.993601	CRS
358.246515	359.691737	MB
359.800129	361.787309	MB
361.871614	363.112096	MB
363.268662	364.629580	MB
365.039060	367.592286	MB
369.519249	372.144736	MB
373.288870	373.397262	SB
373.975351	374.685918	CRS
374.685918	376.239532	MB
376.564707	378.154452	MB
378.756628	379.081803	CRS
379.081803	380.045284	MB
381.960204	383.875123	MB
384.669995	384.922909	CRS
385.223997	385.621433	CRS
386.091131	386.223609	SB
386.464480	387.427961	CRS
387.476135	387.548396	SB
387.548396	387.644745	SB
387.969920	388.102398	SB
389.089967	391.354148	MB
391.354148	391.811802	CRS
392.052673	393.076372	CRS
393.208850	393.341329	SB
394.051897	394.136201	SB
394.389115	394.485463	SB
395.003335	396.051121	MB
398.411651	399.917090	MB
400.157961	400.266352	SB
401.588404	401.667177	SB
401.694003	401.765614	SB
401.765614	401.851548	SB
402.259731	402.338504	SB
402.891728	404.073313	MB
406.056943	406.107071	SB
406.107071	406.150037	SB
406.207326	406.400677	CRS
406.400677	407.381750	MB
409.394024	410.217553	MB
412.416017	413.597601	MB
414.456936	414.521386	SB
415.953610	417.342867	MB
419.419591	420.679948	MB
421.424705	421.711149	CRS
423.129051	424.525469	MB
427.275339	428.471246	MB
430.540809	430.676871	HS
430.762804	431.085055	HS
431.085055	432.302445	MB
432.789401	432.861012	SB
434.321880	436.248221	MB
436.720855	436.785305	SB
437.615995	437.694768	SB
438.059985	439.735687	MB
441.991439	443.352052	MB
444.175580	444.275836	SB
445.844121	447.312151	MB
449.431842	449.481970	SB
450.570460	451.630306	MB
451.981200	453.570969	MB
456.736184	457.659968	MB
457.659968	457.975057	CRS
459.292703	459.357153	SB
460.452804	462.901907	MB
463.890142	465.000115	MB
